,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.2382339757956074,0.23711340206185566,0.2577319587628866,0.257283729269386,0.25459435230838184,0.2483191393993725,0.266024204392649,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153
1,0.23711340206185566,0.2577319587628866,0.257283729269386,0.25459435230838184,0.2483191393993725,0.266024204392649,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098
2,0.2577319587628866,0.257283729269386,0.25459435230838184,0.2483191393993725,0.266024204392649,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414
3,0.257283729269386,0.25459435230838184,0.2483191393993725,0.266024204392649,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414,0.24137158225011207
4,0.25459435230838184,0.2483191393993725,0.266024204392649,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414,0.24137158225011207,0.2440609592111161
5,0.2483191393993725,0.266024204392649,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414,0.24137158225011207,0.2440609592111161,0.24473330345136707
6,0.266024204392649,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414,0.24137158225011207,0.2440609592111161,0.24473330345136707,0.23890632003585827
7,0.2758852532496638,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414,0.24137158225011207,0.2440609592111161,0.24473330345136707,0.23890632003585827,0.22523532048408784
8,0.2552666965486328,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414,0.24137158225011207,0.2440609592111161,0.24473330345136707,0.23890632003585827,0.22523532048408784,0.2214253697893322
9,0.26535186015239803,0.2514567458538772,0.28148812191842215,0.2743164500224114,0.2716270730614074,0.2678171223666517,0.2794710891976692,0.2749887942626625,0.29157328552218725,0.2996414164051994,0.2911250560286866,0.27297176154190944,0.25862841774988793,0.2575078440161362,0.2415956969968624,0.23263110712684892,0.18668758404303004,0.18511878081577765,0.20192738682205286,0.18780815777678178,0.191393993724787,0.1837740923352757,0.1754818467055132,0.17817122366651722,0.19206633796503808,0.19004930524428515,0.20170327207530253,0.207306140744061,0.20909905871806372,0.19789332138054688,0.19229045271178852,0.1972209771402958,0.19520394441954275,0.19744509188704612,0.20080681308830112,0.19878978036754819,0.19766920663379645,0.1904975347377858,0.18287763334827428,0.18870461676378308,0.20416853428955622,0.20103092783505155,0.22613177947108914,0.2333034513670999,0.24473330345136707,0.2617660242043927,0.2483191393993725,0.25616315553563423,0.2590766472433886,0.2593007619901389,0.23442402510085153,0.24069923800986098,0.24271627073061414,0.24137158225011207,0.2440609592111161,0.24473330345136707,0.23890632003585827,0.22523532048408784,0.2214253697893322,0.2214253697893322
