,0
0,0.318691169878978
1,0.3260869565217391
2,0.32070820259973104
3,0.33325862841774984
4,0.318691169878978
5,0.32496638278798745
6,0.3077095472882116
7,0.31174361272971757
8,0.3018825638727028
9,0.3070372030479605
10,0.31174361272971757
11,0.29471089197669204
12,0.29807261317794714
13,0.29986553115194986
14,0.29067682653518595
15,0.27991931869116987
16,0.2868668758404303
17,0.2859704168534289
18,0.3038995965934557
19,0.28395338413267596
20,0.26647243388614966
21,0.2391304347826087
22,0.2758852532496638
23,0.3411026445540117
24,0.40878529807261316
25,0.3942178395338413
26,0.41125056028686685
27,0.4190945764231287
28,0.3908561183325862
29,0.4208874943971314
30,0.4105782160466159
31,0.40632003585835946
32,0.3930972658000896
33,0.42312864186463467
34,0.4273868220528911
35,0.42559390407888836
36,0.40632003585835946
37,0.4215598386373823
38,0.4630210667861944
39,0.4621246077991931
40,0.46727924697445095
41,0.4778126400717167
42,0.4903630658897356
43,0.46907216494845366
44,0.4903630658897356
45,0.4836396234872255
46,0.49596593455849397
47,0.5089645898700135
48,0.4977588525324966
49,0.49103541012998647
50,0.44150605109816227
51,0.42133572389063195
52,0.45719408337068584
53,0.4300761990138951
54,0.45047064096817574
55,0.46234872254594356
56,0.4652622142536978
57,0.4585387718511877
58,0.478709099058718
59,0.479381443298969
60,0.4735544598834604
61,0.47422680412371127
62,0.4784849843119677
63,0.49013895114298517
64,0.48229493500672344
65,0.479381443298969
66,0.48251904975347376
67,0.4668310174809503
68,0.4569699686239354
69,0.4502465262214253
70,0.4796055580457194
71,0.4601075750784402
72,0.4802779022859704
73,0.5282384580905424
74,0.5564769161810847
75,0.5571492604213355
76,0.5609592111160915
77,0.5544598834603316
78,0.5497534737785745
79,0.5918870461676378
80,0.5484087852980726
81,0.5461676378305691
82,0.6176602420439263
83,0.5983863738233974
84,0.5905423576871358
85,0.6456745853877184
86,0.6645002241147466
87,0.6692066337965037
88,0.704840878529807
89,0.7720753025549079
90,0.7642312864186462
91,0.7682653518601523
92,0.7716270730614074
93,0.7891080233079335
94,0.7835051546391751
95,0.8296727924697445
96,0.7958314657104437
97,0.8267593007619902
98,0.8108471537427162
99,0.790676826535186
100,0.7947108919766919
101,0.7722994173016584
102,0.8128641864634691
103,0.832810398924249
104,0.8771851187808157
105,0.8298969072164948
106,0.8148812191842223
107,0.8142088749439713
108,0.8256387270282386
109,0.8435679067682653
110,0.8874943971313312
111,0.8883908561183327
112,0.8852532496638277
113,0.8969072164948453
114,0.9112505602868668
115,0.9094576423128642
116,0.9141640519946213
117,0.9580905423576869
118,0.9424025100851634
119,0.9345584939489016
120,0.9347826086956521
121,0.9394890183774092
122,0.9426266248319137
123,0.9634692962796951
124,0.9531600179291797
125,0.9477812640071717
126,0.9441954280591662
127,1.0
128,0.9876736889287314
129,0.9580905423576869
130,0.9453160017929179
131,0.9090094128193633
132,0.9220080681308831
133,0.9242492155983864
134,0.9168534289556252
135,0.9036306588973553
136,0.9036306588973553
137,0.8926490363065889
138,0.9025100851636036
139,0.8426714477812638
140,0.8323621694307486
141,0.7718511878081578
142,0.7640071716718961
143,0.7353204840878529
144,0.7956073509636932
145,0.7969520394441953
146,0.7870909905871806
147,0.8177947108919768
148,0.8036754818467053
149,0.790676826535186
150,0.7752129090094129
151,0.7409233527566113
152,0.7180636485880771
153,0.7348722545943522
154,0.7149260421335721
155,0.7532496638278798
156,0.7658000896458985
157,0.7725235320484087
158,0.774764679515912
159,0.7718511878081578
160,0.775437023756163
161,0.768713581353653
162,0.7451815329448677
163,0.7653518601523979
164,0.7427162707306141
165,0.7772299417301658
166,0.7868668758404302
167,0.7882115643209322
168,0.7931420887494398
169,0.7608695652173911
170,0.707978484984312
171,0.7144778126400717
172,0.7196324518153294
173,0.7001344688480502
174,0.6958762886597936
175,0.7151501568803227
176,0.7223218287763336
177,0.6996862393545495
178,0.7812640071716717
179,0.7716270730614074
180,0.7512326311071267
181,0.7635589421783953
182,0.7622142536978931
183,0.7850739578664276
184,0.774764679515912
185,0.767368892873151
186,0.767368892873151
187,0.774764679515912
188,0.7933662034961899
189,0.7991931869116986
