Name,AMAZON.COM,AMAZON.COM - TARGET PRICE MEAN,AMAZON.COM - TURNOVER BY VOLUME,AMAZON.COM - TARGET PRICE MEAN2,AMAZON.COM - TURNOVER BY VOLUME3,bid ask,AMAZON.COM - NO. TARGET PRICE
30/11/07,90.56,-0.10631285,-0.157581395,101.333,6887.6,-0.00066313,15
3/12/07,90.91,-0.102858891,-0.154325581,101.333,6000.9,-0.001429671,15
4/12/07,94.41,-0.068319304,-0.121767442,101.333,7337.9,-0.000317696,15
5/12/07,93.19,-0.080358817,-0.133116279,101.333,6609.5,-0.000429415,15
6/12/07,94.21,-0.070292994,-0.123627907,101.333,5473.2,-0.000531067,15
7/12/07,94.31,-0.069306149,-0.122697674,101.333,3935.5,-0.001167976,15
10/12/07,93.02,-0.082036454,-0.134697674,101.333,5181.1,-0.000537519,15
11/12/07,90.75,-0.104437844,-0.155813953,101.333,10272,-0.000550964,15
12/12/07,91.28,-0.099207563,-0.150883721,101.333,7229.7,-0.000219106,15
13/12/07,92.4,-0.088154895,-0.140465116,101.333,6149.2,-0.000649702,15
14/12/07,89.08,-0.120918161,-0.171348837,101.333,6002.9,-0.000898069,15
17/12/07,85.09,-0.16029329,-0.208465116,101.333,7698.5,-0.000587613,15
18/12/07,86.89,-0.142530074,-0.19172093,101.333,7266.3,-0.000114982,15
19/12/07,89.38,-0.117957625,-0.16855814,101.333,7619.7,-0.000223764,15
20/12/07,90.58,-0.110801339,-0.157395349,101.867,5881.7,-0.000441452,15
21/12/07,91.26,-0.104125968,-0.151069767,101.867,6618.9,-0.000765613,15
24/12/07,91.01,-0.106580149,-0.153395349,101.867,2017.2,-0.001428571,15
25/12/07,91.01,-0.106580149,-0.153395349,101.867,0,0,15
26/12/07,92.85,-0.088517381,-0.13627907,101.867,5445,-0.001615857,15
27/12/07,94.25,-0.07477397,-0.123255814,101.867,7115.9,-0.000849527,15
