Date,amazon,facebook,apple,netflix,google,s_p
11/12/13,382.190002,49.380001,80.194283,51.997143,539.184204,178.720001
12/12/13,381.25,51.830002,80.077141,53.332859,535.515503,178.130005
13/12/13,384.23999,53.32,79.204285,52.709999,530.925903,178.110001
16/12/13,388.970001,53.810001,79.64286,52.330002,537.027039,179.220001
17/12/13,387.649994,54.860001,79.284286,53.552856,535.465454,178.649994
18/12/13,395.959991,55.57,78.681427,53.748573,542.917908,181.699997
19/12/13,395.190002,55.049999,77.779999,53.82,543.653625,181.490005
20/12/13,402.200012,55.119999,78.431427,53.667141,550.86084,181.559998
23/12/13,402.920013,57.77,81.441429,54.368572,558.108093,182.529999
24/12/13,399.200012,57.959999,81.095711,54.055714,556.476501,182.929993
26/12/13,404.390015,57.73,80.557144,53.847141,559.289307,183.860001
27/12/13,398.079987,55.439999,80.012856,52.5,559.759766,183.850006
30/12/13,393.369995,53.709999,79.21714,52.427143,555.285278,183.820007
31/12/13,398.790009,54.650002,80.145714,52.595715,560.915894,184.690002
2/1/14,397.970001,54.709999,79.01857,51.831429,557.117126,182.919998
3/1/14,396.440002,54.560001,77.28286,51.871429,553.05304,182.889999
6/1/14,393.630005,57.200001,77.704285,51.367142,559.219238,182.360001
7/1/14,398.029999,57.919998,77.148575,48.5,570,183.479996
8/1/14,401.920013,58.23,77.637146,48.712856,571.186157,183.520004
9/1/14,401.01001,57.220001,76.645714,48.150002,565.685669,183.639999
10/1/14,397.660004,57.939999,76.134285,47.44857,565.65564,184.139999
13/1/14,390.980011,55.91,76.53286,48.115715,562.052063,181.690002
14/1/14,397.540009,57.740002,78.055717,48.279999,575.275269,183.669998
15/1/14,395.869995,57.599998,79.622856,47.197144,574.884888,184.660004
16/1/14,395.799988,57.189999,79.178574,47.382858,578.68866,184.419998
17/1/14,399.609985,56.299999,77.238571,47.148571,575.84082,183.639999
21/1/14,407.049988,58.509998,78.438568,46.958572,582.432434,184.179993
22/1/14,404.540009,57.509998,78.78714,47.675713,583.093079,184.300003
23/1/14,399.869995,56.630001,79.454285,55.531429,580.630615,182.789993
24/1/14,387.600006,54.450001,78.010002,55.154285,562.477478,178.889999
27/1/14,386.279999,53.549999,78.64286,54.46143,551.166138,178.009995
28/1/14,394.429993,55.139999,72.35714,58.110001,562.067078,179.070007
29/1/14,384.200012,53.529999,71.535713,57.202858,554.014038,177.350006
30/1/14,403.01001,61.080002,71.397141,57.810001,568.263245,179.229996
31/1/14,358.690002,62.57,71.514282,58.475716,591.07605,178.179993
3/2/14,346.149994,61.48,71.647141,57.76857,567.282288,174.169998
4/2/14,347.950012,62.75,72.684288,57.987144,569.649658,175.389999
5/2/14,346.450012,62.189999,73.227142,57.774284,572.17218,175.169998
6/2/14,354.589996,62.16,73.215714,58.272858,580.560547,177.479996
7/2/14,361.079987,64.32,74.239998,61.425713,589.309326,179.679993
10/2/14,360.869995,63.549999,75.57,61.491428,587.052063,180.009995
11/2/14,361.790009,64.849998,76.565712,61.998573,595.685669,181.979996
12/2/14,349.25,64.449997,76.559998,61.275715,593.938965,182.070007
13/2/14,357.200012,67.330002,77.775711,62.364285,600.550537,183.009995
14/2/14,357.350006,67.089996,77.71286,62.215714,602.002014,184.020004
18/2/14,353.649994,67.300003,77.998573,62.407143,606.046021,184.240005
19/2/14,347.380005,68.059998,76.767143,61.175713,601.77179,183.020004
20/2/14,349.799988,69.629997,75.878571,62.135715,602.657654,184.100006
21/2/14,346.76001,68.589996,75.035713,61.747143,602.497498,183.889999
24/2/14,351.779999,70.779999,75.364288,63.857143,606.861877,184.910004
25/2/14,358.320007,69.849998,74.580002,64.718575,610.610596,184.839996
26/2/14,359.799988,69.260002,73.907143,64.112854,610.695679,184.850006
27/2/14,360.130005,68.940002,75.381432,64.604286,610.21521,185.820007
28/2/14,362.100006,68.459999,75.177139,63.66143,608.433411,186.289993
3/3/14,359.779999,67.410004,75.394287,63.655716,601.94696,184.979996
4/3/14,363.899994,68.800003,75.891426,64.997147,608.063049,187.580002
5/3/14,372.369995,71.57,76.05143,64.785713,609.739746,187.75
6/3/14,372.160004,70.839996,75.821426,64.358574,610.415405,188.179993
7/3/14,372.059998,69.800003,75.777145,64.052856,608.002991,188.259995
10/3/14,370.529999,72.029999,75.845711,62.849998,606.391418,188.160004
11/3/14,368.820007,70.099998,76.584282,62.497143,600.595581,187.229996
12/3/14,370.640015,70.879997,76.658569,62.368572,604.254272,187.279999
13/3/14,371.51001,68.830002,75.807144,61.437141,595.125122,185.179993
14/3/14,373.73999,67.720001,74.955711,60.64143,586.987,184.660004
17/3/14,375.040009,68.739998,75.248573,60.388573,596.646667,186.330002
18/3/14,378.769989,69.190002,75.914284,60.035713,606.236206,187.660004
19/3/14,373.230011,68.239998,75.894287,60.012856,600.22522,186.660004
20/3/14,368.970001,66.970001,75.528572,60.610001,599.179199,187.75
21/3/14,360.619995,67.239998,76.124283,57.998573,592.112122,186.199997
24/3/14,351.850006,64.099998,77.027145,54.128571,579.544556,185.429993
25/3/14,354.709991,64.889999,77.855713,52.977142,579.939941,186.309998
26/3/14,343.410004,60.389999,77.111427,53.182858,566.551575,184.970001
27/3/14,338.470001,60.970001,76.779999,52.025715,557.697693,184.580002
28/3/14,338.290009,60.009998,76.694283,51.267143,560.63562,185.490005
31/3/14,336.369995,60.240002,76.677139,50.290001,557.812805,187.009995
1/4/14,342.98999,62.619999,77.378571,52.098572,568.013,188.25
2/4/14,341.959991,62.720001,77.507141,51.84,568.118103,188.880005
3/4/14,333.619995,59.490002,76.970001,50.669998,571.5,188.630005
4/4/14,323,56.75,75.974289,48.187141,545.25,186.399994
7/4/14,317.76001,56.950001,74.781425,48.285713,540.630005,184.339996
8/4/14,327.070007,58.189999,74.777145,49.841427,557.51001,185.100006
9/4/14,331.809998,62.41,75.760002,50.432858,567.039978,187.089996
10/4/14,317.109985,59.16,74.78286,47.818573,546.690002,183.160004
11/4/14,311.730011,58.529999,74.230003,46.672855,537.76001,181.509995
14/4/14,315.910004,58.889999,74.525711,47.368572,545.200012,182.940002
15/4/14,316.079987,59.09,73.994286,46.610001,548.700012,184.199997
16/4/14,323.679993,59.720001,74.144287,47.344284,563.900024,186.130005
17/4/14,324.910004,58.939999,74.991432,49.39143,543.340027,186.389999
21/4/14,330.869995,61.240002,75.881432,49.784286,539.369995,187.039993
22/4/14,329.320007,63.029999,75.957146,53.271427,545.5,187.889999
23/4/14,324.579987,61.360001,74.964287,50.5,537.51001,187.449997
24/4/14,337.149994,60.869999,81.110001,49.152859,534.440002,187.830002
25/4/14,303.829987,57.709999,81.705711,46.011429,523.099976,186.289993
28/4/14,296.579987,56.139999,84.870003,44.887142,522.97998,186.880005
29/4/14,300.380005,58.150002,84.618568,45.695713,536.330017,187.75
30/4/14,304.130005,59.779999,84.298569,46.005714,534.880005,188.309998
1/5/14,307.890015,61.150002,84.497147,48.074287,538.530029,188.330002
2/5/14,308.01001,60.459999,84.654289,48.664288,533.869995,188.059998
5/5/14,310.049988,61.220001,85.851425,49.197144,535.330017,188.419998
6/5/14,297.380005,58.529999,84.915718,46.598572,522.570007,186.779999
7/5/14,292.709991,57.389999,84.618568,45.791428,518,187.880005
8/5/14,288.320007,56.759998,83.998573,45.951427,520.169983,187.679993
9/5/14,292.23999,57.240002,83.648575,46.935715,526.619995,187.960007
12/5/14,302.859985,59.830002,84.690002,49.349998,538.429993,189.789993
13/5/14,304.640015,59.830002,84.822861,49.591427,541.539978,189.960007
14/5/14,297.619995,59.23,84.83857,50.26857,534.409973,189.059998
15/5/14,295.190002,57.919998,84.117142,49.169998,529.119995,187.399994
16/5/14,297.700012,58.02,85.358574,49.982857,528.299988,188.050003
19/5/14,296.76001,59.209999,86.370003,52.07143,538.830017,188.740005
20/5/14,301.190002,58.560001,86.387146,53.095715,540.390015,187.550003
21/5/14,305.01001,60.490002,86.615715,55.799999,549.700012,189.130005
22/5/14,304.910004,60.52,86.752853,55.971428,555.450012,189.589996
23/5/14,312.23999,61.349998,87.732857,57.478573,563.799988,190.350006
27/5/14,310.820007,63.48,89.375717,56.972858,574.869995,191.520004
28/5/14,310.160004,63.509998,89.144287,57.32,570.450012,191.380005
29/5/14,313.779999,63.830002,90.76857,59.314285,570.559998,192.369995
30/5/14,312.549988,63.299999,90.428574,59.689999,571.650024,192.679993
2/6/14,308.839996,63.080002,89.807144,60.294285,564.340027,192.899994
3/6/14,307.190002,62.869999,91.077141,59.652859,554.51001,192.800003
4/6/14,306.779999,63.34,92.117142,60.458572,553.76001,193.190002
5/6/14,323.570007,63.189999,92.478569,61.192856,564.929993,194.449997
6/6/14,329.670013,62.5,92.224289,61.447144,566.030029,195.380005
9/6/14,327.5,62.880001,93.699997,60.441429,570.72998,195.580002
10/6/14,332.410004,65.769997,94.25,61.184284,568.299988,195.600006
11/6/14,335.200012,65.779999,93.860001,61.42857,567.5,194.919998
12/6/14,325.910004,64.290001,92.290001,60.349998,559.5,193.539993
13/6/14,326.269989,64.5,91.279999,61.101429,560.349976,194.130005
16/6/14,327.619995,64.190002,92.199997,61.465714,552.299988,194.289993
17/6/14,325.619995,64.400002,92.080002,63.378571,550.619995,194.830002
18/6/14,334.380005,65.599998,92.18,64.097145,560.659973,196.259995
19/6/14,327,64.339996,91.860001,63.055714,564.98999,196.479996
20/6/14,324.200012,64.5,90.910004,62.882858,566.52002,195.940002
23/6/14,327.23999,65.370003,90.830002,62.78857,574.289978,195.880005
24/6/14,324.160004,65.720001,90.279999,62.337143,572.539978,194.699997
25/6/14,327.440002,67.440002,90.360001,63.458572,585.929993,195.580002
26/6/14,325.690002,67.129997,90.900002,62.80143,584.77002,195.440002
27/6/14,324.570007,67.599998,91.980003,63.154285,585.690002,195.820007
30/6/14,324.779999,67.290001,92.93,62.942856,584.669983,195.720001
1/7/14,332.390015,68.059998,93.519997,67.585716,591.48999,197.029999
2/7/14,332.850006,66.449997,93.480003,66.677139,590.780029,197.229996
3/7/14,337.48999,66.290001,94.029999,67.478569,593.080017,198.199997
7/7/14,333.549988,65.290001,95.970001,65.802856,590.76001,197.509995
8/7/14,323.809998,62.759998,95.349998,63.578571,578.400024,196.240005
9/7/14,329.970001,64.970001,95.389999,63.285713,583.359985,197.119995
10/7/14,327.920013,64.870003,95.040001,62.650002,580.039978,196.339996
11/7/14,346.200012,66.339996,95.220001,62.851429,586.650024,196.610001
14/7/14,355.320007,67.900002,96.449997,64.654289,594.26001,197.600006
15/7/14,354.440002,67.169998,95.32,64.155716,593.059998,197.229996
16/7/14,355.899994,67.660004,94.779999,63.491428,590.619995,197.960007
17/7/14,352.450012,66.410004,93.089996,62.765713,580.820007,195.710007
18/7/14,358.660004,68.419998,94.43,63.452858,605.109985,197.710007
21/7/14,359.76001,69.400002,93.940002,64.564285,598.440002,197.339996
22/7/14,360.839996,69.269997,94.720001,61.584286,603.570007,198.199997
23/7/14,358.140015,71.290001,97.190002,61.128571,605.190002,198.639999
24/7/14,358.609985,74.980003,97.029999,60.76857,603.01001,198.649994
25/7/14,324.01001,75.190002,97.669998,60.265713,598.080017,197.720001
28/7/14,320.410004,74.919998,99.019997,60.665714,599.02002,197.800003
29/7/14,320,73.709999,98.379997,60.611427,593.950012,196.949997
30/7/14,322.51001,74.68,98.150002,62.05143,595.440002,196.979996
31/7/14,312.98999,72.650002,95.599998,60.388573,579.549988,193.089996
1/8/14,307.059998,72.360001,96.129997,60.771427,573.599976,192.5
4/8/14,313.649994,73.510002,95.589996,60.385715,582.27002,193.889999
5/8/14,312.320007,72.690002,95.120003,60.407143,573.140015,192.009995
6/8/14,313.890015,72.470001,94.959999,61.471428,574.48999,192.070007
7/8/14,311.450012,73.169998,94.480003,64.238571,571.809998,191.029999
8/8/14,316.799988,73.059998,94.739998,63.692856,577.940002,193.240005
11/8/14,318.329987,73.440002,95.989998,64.505714,577.25,193.800003
12/8/14,319.320007,72.830002,95.970001,63.772858,572.119995,193.529999
13/8/14,326.279999,73.769997,97.239998,64.504288,584.559998,194.839996
14/8/14,333.209991,74.300003,97.5,64.410004,584.650024,195.759995
15/8/14,333.630005,73.629997,97.980003,65.584282,583.710022,195.720001
18/8/14,334.529999,74.589996,99.160004,66.571426,592.700012,197.360001
19/8/14,335.130005,75.290001,100.529999,66.878571,597.109985,198.389999
20/8/14,335.779999,74.809998,100.57,67.455711,595.409973,198.919998
21/8/14,332.910004,74.57,100.580002,67.435715,592.419983,199.5
22/8/14,331.589996,74.57,101.32,68.455711,592.539978,199.190002
25/8/14,334.019989,75.019997,101.540001,68.704285,590.570007,200.199997
26/8/14,341.829987,75.959999,100.889999,68.480003,588.119995,200.330002
27/8/14,343.179993,74.629997,102.129997,67.814285,583,200.25
28/8/14,340.019989,73.860001,102.25,67.887146,580.320007,200.139999
29/8/14,339.040009,74.82,102.5,68.234283,582.359985,200.710007
2/9/14,342.380005,76.68,103.300003,68.085716,588.630005,200.610001
3/9/14,339,75.830002,98.940002,68.19857,589.52002,200.5
4/9/14,345.950012,75.949997,98.120003,67.524284,593.140015,200.210007
5/9/14,346.380005,77.260002,98.970001,67.954285,597.780029,201.110001
8/9/14,342.339996,77.889999,98.360001,68.475716,601.630005,200.589996
9/9/14,329.75,76.669998,97.989998,68.43,591.969971,199.320007
10/9/14,331.329987,77.43,101,69.19857,593.419983,200.070007
11/9/14,330.519989,77.919998,101.43,68.794289,591.109985,200.300003
12/9/14,331.190002,77.480003,101.660004,68.078575,584.900024,199.130005
15/9/14,323.890015,74.580002,101.629997,65.39286,581.640015,198.979996
16/9/14,327.76001,76.080002,100.860001,65.272858,588.780029,200.479996
17/9/14,324,76.43,101.580002,64.932854,593.289978,200.75
18/9/14,325,77,101.790001,65.572861,597.27002,201.820007
19/9/14,331.320007,77.910004,100.959999,65.360001,605.400024,200.699997
22/9/14,324.5,76.800003,101.059998,63.254284,597.27002,199.149994
23/9/14,323.630005,78.290001,102.639999,63.414288,591.179993,198.009995
24/9/14,328.209991,78.540001,101.75,64.365715,598.419983,199.559998
25/9/14,321.929993,77.220001,97.870003,63.355713,585.25,196.339996
26/9/14,323.209991,78.790001,100.75,64.10714,587.900024,197.899994
29/9/14,321.820007,79,100.110001,64.222855,587.809998,197.539993
30/9/14,322.440002,79.040001,100.75,64.454285,588.409973,197.020004
1/10/14,317.459991,76.550003,99.18,62.685715,579.630005,194.350006
2/10/14,318.410004,77.080002,99.900002,64.28286,580.880005,194.380005
3/10/14,322.73999,77.440002,99.620003,65.648575,586.25,196.520004
6/10/14,322.200012,77.559998,99.620003,66.211426,587.780029,196.289993
7/10/14,316.980011,76.290001,98.75,65.178574,574.099976,193.259995
8/10/14,322.700012,77.519997,100.800003,66.694283,583.73999,196.639999
9/10/14,315.369995,75.910004,101.019997,65.945717,570.809998,192.740005
10/10/14,311.390015,72.910004,100.730003,64.582855,555.190002,190.539993
13/10/14,306.450012,72.989998,99.809998,62.654285,544.75,187.410004
14/10/14,308.309998,73.589996,98.75,64.160004,548.690002,187.699997
15/10/14,305.970001,73.209999,97.540001,64.084282,540.72998,186.429993
16/10/14,302.859985,72.629997,96.260002,51.671429,536.919983,186.270004
17/10/14,303.640015,75.949997,97.669998,51.012856,522.969971,188.470001
20/10/14,306.209991,76.949997,99.760002,51.317142,532.380005,190.300003
21/10/14,315.329987,78.690002,102.470001,52.284286,538.030029,194.070007
22/10/14,312.970001,78.370003,102.989998,53.521427,542.690002,192.690002
23/10/14,313.179993,80.040001,104.830002,54.720001,553.650024,194.929993
24/10/14,287.059998,80.669998,105.220001,55.002857,548.900024,196.429993
27/10/14,289.970001,80.279999,105.110001,54.200001,549.880005,196.160004
28/10/14,295.589996,80.769997,106.739998,55.174286,558.940002,198.410004
29/10/14,294.119995,75.860001,107.339996,54.014286,558.450012,198.110001
30/10/14,299.070007,74.110001,106.980003,54.144287,560.27002,199.380005
31/10/14,305.459991,74.989998,108,56.110001,567.869995,201.660004
3/11/14,305.720001,73.879997,109.400002,55.487144,563.77002,201.770004
4/11/14,302.809998,75.760002,108.599998,54.682858,564.190002,201.070007
5/11/14,296.519989,74.830002,108.860001,54.34,555.950012,202.339996
6/11/14,296.640015,75.260002,108.699997,54.757141,551.690002,203.149994
7/11/14,299.859985,75.599998,109.010002,54.880001,551.820007,203.339996
10/11/14,305.109985,75,108.830002,55.324287,558.22998,203.979996
11/11/14,312.01001,74.610001,109.699997,54.650002,561.289978,204.179993
12/11/14,311.51001,74.720001,111.25,54.837143,558.25,203.960007
13/11/14,316.480011,74.25,112.82,54.201427,556.440002,204.190002
14/11/14,327.820007,74.879997,114.18,55.148571,555.190002,204.240005
17/11/14,323.049988,74.239998,113.989998,54.44857,546.640015,204.369995
18/11/14,324.929993,74.339996,115.470001,54.432858,544.51001,205.550003
19/11/14,326.540009,73.330002,114.669998,51.871429,547.200012,205.220001
20/11/14,330.540009,73.599998,116.309998,52.591427,543.76001,205.580002
21/11/14,332.630005,73.75,116.470001,51.468571,545.890015,206.679993
24/11/14,335.640015,74.010002,118.629997,50.924286,547.47998,207.259995
25/11/14,335.040009,75.629997,117.599998,49.855713,549.22998,207.110001
26/11/14,333.570007,77.620003,119,50.165714,547.72998,207.639999
28/11/14,338.640015,77.699997,118.93,49.512856,549.080017,207.199997
1/12/14,326,75.099998,115.07,48.830002,539.650024,205.759995
2/12/14,326.309998,75.459999,114.629997,50.330002,538.590027,207.089996
3/12/14,316.5,74.879997,115.93,50.73143,536.969971,207.889999
4/12/14,316.929993,75.239998,115.489998,50.085712,542.580017,207.660004
5/12/14,312.630005,76.360001,115,50.131428,528.080017,208
8/12/14,306.640015,76.519997,112.400002,48.497143,530.72998,206.610001
9/12/14,312.5,76.839996,114.120003,49.111427,536.109985,206.470001
10/12/14,305.839996,76.18,111.949997,47.759998,528.039978,203.160004
11/12/14,307.359985,77.730003,111.620003,47.804287,532.109985,204.190002
12/12/14,307.320007,77.830002,109.730003,47.782856,521.51001,200.889999
15/12/14,306.070007,76.989998,108.230003,46.720001,515.840027,199.509995
16/12/14,295.059998,74.690002,106.75,45.205715,498.160004,197.910004
17/12/14,298.880005,76.110001,109.410004,47.664288,506.450012,201.789993
18/12/14,297.730011,78.400002,112.650002,47.774284,514.619995,206.779999
19/12/14,299.899994,79.879997,111.779999,48.58857,520.039978,206.520004
22/12/14,306.540009,81.449997,112.940002,48.097141,532.299988,207.470001
23/12/14,306.290009,80.610001,112.540001,48.061428,538.77002,207.75
24/12/14,303.029999,80.769997,112.010002,48.871429,536.929993,207.770004
26/12/14,309.089996,80.779999,113.989998,48.578571,541.52002,208.440002
29/12/14,312.040009,80.019997,113.910004,48.847141,537.309998,208.720001
30/12/14,310.299988,79.220001,112.519997,49.032856,535.280029,207.600006
31/12/14,310.350006,78.019997,110.379997,48.80143,530.659973,205.539993
2/1/15,308.519989,78.449997,109.330002,49.848572,529.549988,205.429993
5/1/15,302.190002,77.190002,106.25,47.311428,519.460022,201.720001
6/1/15,295.290009,76.150002,106.260002,46.501427,506.640015,199.820007
7/1/15,298.420013,76.150002,107.75,46.742859,505.149994,202.309998
8/1/15,300.459991,78.18,111.889999,47.779999,506.910004,205.899994
9/1/15,296.929993,77.739998,112.010002,47.041428,500.720001,204.25
12/1/15,291.410004,76.720001,109.25,45.547142,497.059998,202.649994
13/1/15,294.73999,76.449997,110.220001,46.255714,501.799988,202.080002
14/1/15,293.269989,76.279999,109.800003,46.32,505.929993,200.860001
15/1/15,286.950012,74.050003,106.82,46.251427,504.01001,199.020004
16/1/15,290.73999,75.18,105.989998,48.191429,510.459991,201.630005
20/1/15,289.440002,76.239998,108.720001,49.828571,509.940002,202.059998
21/1/15,297.25,76.739998,109.550003,58.468571,520.390015,203.080002
22/1/15,310.320007,77.650002,112.400002,61.205715,537.299988,206.100006
23/1/15,312.390015,77.830002,112.980003,62.494286,541.950012,204.970001
26/1/15,309.660004,77.5,113.099998,63.794285,536.719971,205.449997
27/1/15,306.75,75.779999,109.139999,64.881432,521.190002,202.740005
28/1/15,303.910004,76.239998,115.309998,63.208572,512.429993,200.139999
29/1/15,311.779999,78,118.900002,63.400002,513.22998,201.990005
30/1/15,354.529999,75.910004,117.160004,63.114285,537.549988,199.449997
2/2/15,364.470001,74.989998,118.629997,63.009998,532.200012,201.919998
3/2/15,363.549988,75.400002,118.650002,65.274284,533.299988,204.839996
4/2/15,364.75,75.629997,119.559998,64.101425,526.099976,204.059998
5/2/15,373.890015,75.610001,119.940002,64.129997,529.830017,206.119995
6/2/15,374.279999,74.470001,118.93,63.48,533.880005,205.550003
9/2/15,370.559998,74.440002,119.720001,63.295715,529.280029,204.630005
10/2/15,373,75.190002,122.019997,64.849998,540.159973,206.809998
11/2/15,375.140015,76.510002,124.879997,64.984283,538,206.929993
12/2/15,377.170013,76.230003,126.459999,65.247147,546.01001,208.919998
13/2/15,381.829987,75.739998,127.080002,66.585716,551.159973,209.779999
17/2/15,375.429993,75.599998,127.830002,67.137146,545.01001,210.110001
18/2/15,373.369995,76.709999,128.720001,67.865715,542.650024,210.130005
19/2/15,379,79.419998,128.449997,67.800003,546.450012,209.979996
20/2/15,383.660004,79.900002,129.5,68.314285,541.799988,211.240005
23/2/15,380.140015,78.839996,133,67.405716,535,211.210007
24/2/15,378.589996,78.449997,132.169998,67.839996,538.650024,211.809998
25/2/15,385.369995,79.559998,128.789993,68.332855,547.330017,211.630005
26/2/15,384.799988,80.410004,130.419998,69.004288,559.289978,211.380005
27/2/15,380.160004,78.970001,128.460007,67.844284,562.630005,210.660004
2/3/15,385.660004,79.75,129.089996,68.60714,575.02002,211.990005
3/3/15,384.609985,79.599998,129.360001,67.815712,578.789978,211.119995
4/3/15,382.720001,80.900002,128.539993,67.110001,578.330017,210.229996
5/3/15,387.829987,81.209999,126.410004,66.807144,581.429993,210.460007
6/3/15,380.089996,80.010002,126.599998,64.874283,572.900024,207.5
9/3/15,378.559998,79.440002,127.139999,63.66143,574.099976,208.360001
10/3/15,369.51001,77.550003,124.510002,62.151428,559.849976,204.979996
11/3/15,366.369995,77.57,122.239998,62.884285,555.690002,204.5
12/3/15,374.23999,78.93,124.449997,64.045715,561.169983,207.100006
13/3/15,370.579987,78.050003,123.589996,62.628571,553,205.830002
16/3/15,373.350006,78.07,124.949997,60.281429,561.640015,208.580002
17/3/15,371.920013,79.360001,127.040001,59.78857,557.609985,207.960007
18/3/15,375.140015,80.910004,128.470001,60.445713,566.159973,210.460007
19/3/15,373.23999,82.75,127.5,60.744286,563.669983,209.5
20/3/15,378.48999,83.800003,125.900002,61.185715,564.950012,210.410004
23/3/15,375.109985,84.43,127.209999,60.714287,565.369995,210
24/3/15,374.089996,85.309998,126.690002,62.611427,577.539978,208.820007
25/3/15,370.959991,82.919998,123.379997,60.25,567,205.759995
26/3/15,367.350006,83.010002,124.239998,59.751427,563.640015,205.270004
27/3/15,370.559998,83.300003,123.25,59.252857,557.549988,205.740005
30/3/15,374.589996,83.199997,126.370003,60.367142,561.140015,208.25
31/3/15,372.100006,82.220001,124.43,59.527142,554.700012,206.429993
1/4/15,370.26001,81.669998,124.25,59.017143,549.48999,205.699997
2/4/15,372.25,81.559998,125.32,59.154285,541.309998,206.440002
6/4/15,377.040009,82.440002,127.349998,60.330002,543.950012,207.830002
7/4/15,374.410004,82.32,126.010002,60.494286,544.859985,207.279999
8/4/15,381.200012,82.279999,125.599998,63.049999,548.840027,207.979996
9/4/15,383.540009,82.169998,126.559998,62.785713,548.02002,208.899994
10/4/15,382.649994,82.040001,127.099998,64.938568,548.539978,210.039993
13/4/15,382.359985,83.010002,126.849998,67.811432,548.640015,209.089996
14/4/15,385.109985,83.519997,126.300003,68.387146,539.780029,209.490005
15/4/15,383.450012,82.709999,126.779999,67.922859,541.039978,210.429993
16/4/15,386.040009,82.309998,126.169998,80.292854,543.52002,210.369995
17/4/15,375.559998,80.779999,124.75,81.650002,532.73999,207.949997
20/4/15,389.51001,83.089996,127.599998,81.055717,544.530029,209.850006
21/4/15,391.179993,83.620003,126.910004,80.062859,542.919983,209.600006
22/4/15,389.799988,84.629997,128.619995,79.668571,549.179993,210.630005
23/4/15,389.98999,82.410004,129.669998,79.865715,557.460022,211.160004
24/4/15,445.100006,81.529999,130.279999,79.771431,573.659973,211.649994
27/4/15,438.559998,81.910004,132.649994,80.868568,566.119995,210.770004
28/4/15,429.309998,80.68,130.559998,80.437141,564.369995,211.440002
29/4/15,429.369995,80.470001,128.639999,80.407143,561.390015,210.570007
30/4/15,421.779999,78.769997,125.150002,79.5,548.77002,208.460007
1/5/15,422.869995,78.989998,128.949997,79.575714,551.159973,210.720001
4/5/15,423.040009,78.809998,128.699997,79.271431,552.840027,211.320007
5/5/15,421.190002,77.559998,125.800003,80.792854,543.039978,208.899994
6/5/15,419.100006,78.099998,125.010002,80.077141,535.080017,208.039993
7/5/15,426.880005,78.43,125.260002,80.748573,542.039978,208.869995
8/5/15,433.690002,78.510002,127.620003,82.085716,548.950012,211.619995
11/5/15,432.850006,78.010002,126.32,84.278572,545.780029,210.610001
12/5/15,431.019989,77.459999,125.870003,83.377144,538.72998,209.979996
13/5/15,426.869995,78.440002,126.010002,82.872856,539.48999,210.020004
14/5/15,432.279999,81.370003,128.949997,83.835716,549.200012,212.210007
15/5/15,426,80.419998,128.770004,87.60714,546.48999,212.440002
18/5/15,425.23999,80.879997,130.190002,88.267143,546.669983,213.100006
19/5/15,421.709991,80.629997,130.070007,88.068573,549.280029,213.029999
20/5/15,423.859985,80.550003,130.059998,88.790001,552.51001,212.880005
21/5/15,431.630005,80.480003,131.389999,89.002853,556.809998,213.5
22/5/15,427.630005,80.540001,132.539993,88.83857,554.52002,212.990005
26/5/15,425.470001,79.330002,129.619995,87.992859,547.190002,210.699997
27/5/15,431.420013,80.550003,132.039993,89.85714,554.25,212.699997
28/5/15,426.570007,80.150002,131.779999,89.507141,554.179993,212.460007
29/5/15,429.230011,79.190002,130.279999,89.151428,545.320007,211.139999
1/6/15,430.920013,80.290001,130.539993,89.002853,549.210022,211.570007
2/6/15,430.98999,80.440002,129.960007,89.129997,553.950012,211.360001
3/6/15,436.589996,82.440002,130.119995,88.808571,555.289978,211.919998
4/6/15,430.779999,82.050003,129.360001,89.348572,551.690002,210.130005
5/6/15,426.950012,82.139999,128.649994,90.459999,549.530029,209.770004
8/6/15,423.5,80.669998,127.800003,89.604286,543.47998,208.419998
9/6/15,425.480011,80.669998,127.419998,92.449997,542.159973,208.449997
10/6/15,430.769989,82.160004,128.880005,95.871429,552.599976,210.960007
11/6/15,432.970001,81.830002,128.589996,95.094284,550.039978,211.649994
12/6/15,429.920013,81.529999,127.169998,94.418571,547.469971,209.929993
15/6/15,423.670013,80.709999,126.919998,93.431427,543,209.100006
16/6/15,427.26001,81.059998,127.599998,95.272858,544.869995,210.25
17/6/15,427.809998,81.790001,127.300003,94.271431,546.599976,210.589996
18/6/15,439.390015,82.910004,127.879997,94.742859,556.179993,212.710007
19/6/15,434.920013,82.510002,126.599998,93.871429,557.52002,210.809998
22/6/15,436.290009,84.739998,127.610001,96.414284,559.679993,211.889999
23/6/15,445.98999,87.879997,127.029999,97.312859,563.390015,212.050003
24/6/15,440.839996,88.860001,128.110001,96.944283,558.570007,210.509995
25/6/15,440.100006,87.980003,127.5,94.891426,557.950012,209.830002
26/6/15,438.100006,88.010002,126.75,93.08857,553.059998,209.899994
29/6/15,429.859985,85.800003,124.529999,92.23143,541.25,205.470001
30/6/15,434.089996,85.769997,125.43,93.848572,540.039978,205.889999
1/7/15,437.390015,86.910004,126.599998,93.635712,543.299988,207.570007
2/7/15,437.709991,87.290001,126.440002,94.044289,547.340027,207.320007
6/7/15,436.040009,87.550003,126,94.571426,545.619995,206.669998
7/7/15,436.720001,87.220001,125.690002,94.091431,550.030029,208.009995
